ticker,date,open,high,low,close
USDCHF,2019-03-11,1.00795,1.01197,1.00701,1.01
USDCHF,2019-03-12,1.01001,1.0113,1.00637,1.00749
USDCHF,2019-03-13,1.00748,1.00848,1.00273,1.00307
USDCHF,2019-03-14,1.00308,1.00515,1.00296,1.00371
USDCHF,2019-03-15,1.00373,1.00527,1.00112,1.00212
USDCHF,2019-03-18,1.00185,1.00251,0.99974,1.0014
USDCHF,2019-03-19,1.00141,1.00142,0.9985,0.99901
USDCHF,2019-03-20,0.99892,1.00104,0.98949,0.99134
USDCHF,2019-03-21,0.99134,0.9946,0.99039,0.99184
USDCHF,2019-03-22,0.99187,0.99705,0.99152,0.99351
USDCHF,2019-03-25,0.99387,0.99495,0.99105,0.99217
USDCHF,2019-03-26,0.99215,0.99526,0.99183,0.99381
USDCHF,2019-03-27,0.99381,0.99665,0.99063,0.99459
USDCHF,2019-03-28,0.9946,0.99735,0.99436,0.99482
USDCHF,2019-03-29,0.99481,0.99745,0.99448,0.9952
USDCHF,2019-04-01,0.99515,0.99948,0.99321,0.99914
USDCHF,2019-04-02,0.99915,1.00002,0.99722,0.99793
USDCHF,2019-04-03,0.9979,0.99875,0.99539,0.99728
USDCHF,2019-04-04,0.99751,1.00032,0.9971,0.99969
USDCHF,2019-04-05,0.99969,1.00123,0.9991,0.99996
USDCHF,2019-04-08,1.00016,1.00033,0.99783,0.99936
USDCHF,2019-04-09,0.99929,1.00089,0.99805,0.99996
USDCHF,2019-04-10,0.99995,1.00332,0.99917,1.00242
USDCHF,2019-04-11,1.00242,1.00463,1.001,1.00292
USDCHF,2019-04-12,1.00294,1.00341,0.99974,1.00283
USDCHF,2019-04-15,1.00244,1.00466,1.00094,1.00402
USDCHF,2019-04-16,1.00401,1.00818,1.00326,1.00764
USDCHF,2019-04-17,1.00765,1.011,1.00679,1.01056
USDCHF,2019-04-18,1.01057,1.01595,1.00931,1.01538
USDCHF,2019-04-22,1.01427,1.0161,1.01416,1.01539
USDCHF,2019-04-23,1.01539,1.02306,1.0153,1.02043
USDCHF,2019-04-24,1.02024,1.02196,1.0169,1.02054
USDCHF,2019-04-25,1.02054,1.02281,1.01934,1.02011
USDCHF,2019-04-26,1.02011,1.02368,1.01843,1.01914
USDCHF,2019-04-29,1.01926,1.02159,1.01853,1.01961
USDCHF,2019-04-30,1.01962,1.02044,1.01743,1.01911
USDCHF,2019-05-01,1.01907,1.01978,1.01279,1.01786
USDCHF,2019-05-02,1.01786,1.02038,1.01702,1.01938
USDCHF,2019-05-03,1.01939,1.02141,1.01653,1.01689
USDCHF,2019-05-06,1.01673,1.01966,1.01516,1.01781
USDCHF,2019-05-07,1.01778,1.0226,1.01611,1.01918
USDCHF,2019-05-08,1.01916,1.02089,1.01692,1.02071
USDCHF,2019-05-09,1.0207,1.02098,1.0124,1.01484
USDCHF,2019-05-10,1.01483,1.01586,1.01018,1.01179
USDCHF,2019-05-13,1.01074,1.0115,1.00501,1.00589
USDCHF,2019-05-14,1.00592,1.00962,1.0051,1.00843
USDCHF,2019-05-15,1.00843,1.00973,1.00571,1.00838
USDCHF,2019-05-16,1.00838,1.01069,1.00737,1.00973
USDCHF,2019-05-17,1.00974,1.01217,1.00853,1.01058
USDCHF,2019-05-20,1.0108,1.01211,1.008,1.00851
USDCHF,2019-05-21,1.00854,1.01195,1.0081,1.01113
USDCHF,2019-05-22,1.01112,1.01195,1.00666,1.00943
USDCHF,2019-05-23,1.00946,1.00988,1.00238,1.00328
USDCHF,2019-05-24,1.00309,1.00426,1.00091,1.00129
USDCHF,2019-05-27,1.00168,1.00631,1.00146,1.00377
USDCHF,2019-05-28,1.00381,1.00982,1.00345,1.00733
USDCHF,2019-05-29,1.00734,1.00863,1.00499,1.00761
USDCHF,2019-05-30,1.0076,1.00981,1.00701,1.00794
USDCHF,2019-05-31,1.00795,1.00804,1.00011,1.00122
USDCHF,2019-06-03,1.0013,1.00136,0.99107,0.99219
USDCHF,2019-06-04,0.9922,0.99553,0.9903,0.9923
USDCHF,2019-06-05,0.99229,0.99509,0.98549,0.99434
USDCHF,2019-06-06,0.99429,0.99602,0.98799,0.99125
USDCHF,2019-06-07,0.99125,0.99499,0.98594,0.98732
USDCHF,2019-06-10,0.9889,0.99201,0.98853,0.9896
USDCHF,2019-06-11,0.98957,0.99363,0.98926,0.99242
USDCHF,2019-06-12,0.9924,0.99595,0.99031,0.99513
USDCHF,2019-06-13,0.99517,0.996,0.99183,0.99411
USDCHF,2019-06-14,0.99411,0.99954,0.99257,0.99904
USDCHF,2019-06-17,0.99845,0.99992,0.99662,0.99866
USDCHF,2019-06-18,0.99867,1.00123,0.99657,1.00024
USDCHF,2019-06-19,1.00023,1.00149,0.99165,0.99345
USDCHF,2019-06-20,0.99341,0.99343,0.97922,0.98131
USDCHF,2019-06-21,0.98128,0.98387,0.97565,0.97684
USDCHF,2019-06-24,0.97605,0.97829,0.97104,0.97191
USDCHF,2019-06-25,0.97192,0.97767,0.96942,0.9753
USDCHF,2019-06-26,0.9753,0.97849,0.97438,0.9779
USDCHF,2019-06-27,0.97768,0.98143,0.97596,0.97667
USDCHF,2019-06-28,0.97677,0.97741,0.97388,0.97626
USDCHF,2019-07-01,0.97848,0.98842,0.97837,0.98757
USDCHF,2019-07-02,0.98756,0.9889,0.98357,0.98625
USDCHF,2019-07-03,0.98625,0.98733,0.9835,0.98641
USDCHF,2019-07-04,0.98648,0.98701,0.98467,0.98507
USDCHF,2019-07-05,0.9849,0.9932,0.9845,0.99179
USDCHF,2019-07-08,0.99142,0.99473,0.98989,0.99383
USDCHF,2019-07-09,0.99379,0.99515,0.99233,0.99356
USDCHF,2019-07-10,0.99345,0.9942,0.98875,0.98954
USDCHF,2019-07-11,0.98951,0.99052,0.98474,0.99018
USDCHF,2019-07-12,0.99013,0.99083,0.98362,0.98422
USDCHF,2019-07-15,0.9846,0.98549,0.98179,0.98423
USDCHF,2019-07-16,0.98419,0.98942,0.98359,0.98781
USDCHF,2019-07-17,0.9878,0.99079,0.98648,0.98689
USDCHF,2019-07-18,0.98683,0.98917,0.98093,0.98129
USDCHF,2019-07-19,0.98129,0.98471,0.98064,0.98213
USDCHF,2019-07-22,0.98234,0.98407,0.98043,0.98204
USDCHF,2019-07-23,0.98207,0.98596,0.98202,0.98498
USDCHF,2019-07-24,0.98506,0.98746,0.98367,0.98457
USDCHF,2019-07-25,0.98461,0.99174,0.98444,0.99078
USDCHF,2019-07-26,0.99081,0.99463,0.99004,0.99393
USDCHF,2019-07-29,0.99328,0.99351,0.99092,0.99176
USDCHF,2019-07-30,0.99171,0.99224,0.98909,0.9903
USDCHF,2019-07-31,0.99017,0.99497,0.98857,0.99397
USDCHF,2019-08-01,0.99399,0.99743,0.98882,0.99052
USDCHF,2019-08-02,0.99052,0.9908,0.98147,0.98248
USDCHF,2019-08-05,0.9823,0.98283,0.97166,0.97235
USDCHF,2019-08-06,0.97234,0.97927,0.97039,0.9762
USDCHF,2019-08-07,0.97606,0.97974,0.96926,0.97496
USDCHF,2019-08-08,0.97487,0.97867,0.97353,0.97361
USDCHF,2019-08-09,0.97361,0.97543,0.97097,0.97264
USDCHF,2019-08-12,0.97329,0.9754,0.96827,0.96883
USDCHF,2019-08-13,0.96885,0.97688,0.96599,0.97645
USDCHF,2019-08-14,0.97646,0.97705,0.97061,0.97305
USDCHF,2019-08-15,0.97305,0.97767,0.97223,0.97699
USDCHF,2019-08-16,0.97678,0.98092,0.9763,0.97844
USDCHF,2019-08-19,0.97848,0.98211,0.97736,0.98147
USDCHF,2019-08-20,0.98148,0.98169,0.97753,0.97797
USDCHF,2019-08-21,0.97797,0.98311,0.97775,0.98202
USDCHF,2019-08-22,0.98203,0.98445,0.98149,0.98363
USDCHF,2019-08-23,0.98366,0.98773,0.97359,0.97464
USDCHF,2019-08-26,0.97248,0.98167,0.97141,0.97927
USDCHF,2019-08-27,0.97934,0.98375,0.97756,0.98137
USDCHF,2019-08-28,0.98143,0.98287,0.98015,0.98156
USDCHF,2019-08-29,0.98156,0.98754,0.98006,0.9865
USDCHF,2019-08-30,0.98646,0.99179,0.98593,0.98973
USDCHF,2019-09-02,0.98964,0.99194,0.98893,0.9908
USDCHF,2019-09-03,0.9909,0.99293,0.98611,0.98717
USDCHF,2019-09-04,0.98717,0.98843,0.97984,0.98077
USDCHF,2019-09-05,0.98077,0.98733,0.9805,0.98596
USDCHF,2019-09-06,0.98561,0.99175,0.98545,0.98798
USDCHF,2019-09-09,0.98749,0.99233,0.98749,0.99166
USDCHF,2019-09-10,0.9917,0.99319,0.98891,0.99152
USDCHF,2019-09-11,0.99152,0.99434,0.9912,0.99307
USDCHF,2019-09-12,0.99308,0.99458,0.98808,0.99028
USDCHF,2019-09-13,0.99028,0.99111,0.98546,0.99021
USDCHF,2019-09-16,0.98776,0.99399,0.98653,0.99305
USDCHF,2019-09-17,0.99303,0.99682,0.99134,0.9931
USDCHF,2019-09-18,0.99309,0.99834,0.99262,0.99659
USDCHF,2019-09-19,0.99661,0.99833,0.99003,0.99277
USDCHF,2019-09-20,0.99276,0.99362,0.98899,0.99122
USDCHF,2019-09-23,0.99125,0.99225,0.98904,0.98974
USDCHF,2019-09-24,0.98965,0.99144,0.98439,0.98587
USDCHF,2019-09-25,0.98589,0.99251,0.98537,0.99161
USDCHF,2019-09-26,0.9916,0.99486,0.99061,0.99358
USDCHF,2019-09-27,0.99357,0.99492,0.98983,0.99086
USDCHF,2019-09-30,0.99102,0.9988,0.9904,0.99795
USDCHF,2019-10-01,0.99777,1.00168,0.99233,0.99346
USDCHF,2019-10-02,0.99332,1.00267,0.99214,0.99712
USDCHF,2019-10-03,0.99692,1.0028,0.99527,0.99867
USDCHF,2019-10-04,0.99865,1.00081,0.99297,0.99479
USDCHF,2019-10-07,0.99531,0.9966,0.99268,0.99474
USDCHF,2019-10-08,0.99473,0.99587,0.99053,0.99297
USDCHF,2019-10-09,0.99296,0.99635,0.99165,0.99556
USDCHF,2019-10-10,0.99563,0.99727,0.99144,0.99632
USDCHF,2019-10-11,0.99633,0.99906,0.99578,0.99756
USDCHF,2019-10-14,0.997,0.9984,0.9944,0.99705
USDCHF,2019-10-15,0.99702,0.99961,0.99636,0.99875
USDCHF,2019-10-16,0.9988,0.99904,0.99458,0.99503
USDCHF,2019-10-17,0.99499,0.99503,0.98669,0.98795
USDCHF,2019-10-18,0.98785,0.98915,0.98442,0.9848
USDCHF,2019-10-21,0.98472,0.98756,0.98418,0.98625
USDCHF,2019-10-22,0.9862,0.98965,0.9859,0.98946
USDCHF,2019-10-23,0.98946,0.99146,0.98861,0.99055
USDCHF,2019-10-24,0.99057,0.99293,0.98915,0.99206
USDCHF,2019-10-25,0.99207,0.99549,0.99083,0.9943
USDCHF,2019-10-28,0.99451,0.997,0.99438,0.99477
USDCHF,2019-10-29,0.99477,0.99651,0.99338,0.99426
USDCHF,2019-10-30,0.99417,0.9945,0.98888,0.98919
USDCHF,2019-10-31,0.98917,0.9894,0.98599,0.9868
USDCHF,2019-11-01,0.98677,0.98944,0.98514,0.98568
USDCHF,2019-11-04,0.98574,0.98892,0.98532,0.98796
USDCHF,2019-11-05,0.98793,0.99357,0.9878,0.99267
USDCHF,2019-11-06,0.99265,0.994,0.99155,0.99245
USDCHF,2019-11-07,0.99249,0.99752,0.99115,0.99505
USDCHF,2019-11-08,0.99505,0.99788,0.99437,0.99769
USDCHF,2019-11-11,0.99747,0.99771,0.99289,0.99336
USDCHF,2019-11-12,0.9933,0.99645,0.99236,0.99301
USDCHF,2019-11-13,0.99304,0.99316,0.98839,0.98968
USDCHF,2019-11-14,0.9897,0.99081,0.98704,0.98808
USDCHF,2019-11-15,0.98805,0.99109,0.98805,0.98972
USDCHF,2019-11-18,0.98956,0.99137,0.98687,0.98923
USDCHF,2019-11-19,0.98918,0.99188,0.98907,0.99081
USDCHF,2019-11-20,0.99067,0.99372,0.98989,0.99043
USDCHF,2019-11-21,0.99045,0.99347,0.98907,0.99301
USDCHF,2019-11-22,0.99302,0.9981,0.99273,0.99727
USDCHF,2019-11-25,0.99797,0.99857,0.99602,0.9967
USDCHF,2019-11-26,0.99662,0.99863,0.99626,0.99756
USDCHF,2019-11-27,0.99757,1.00002,0.9973,0.9989
USDCHF,2019-11-28,0.99884,0.9996,0.9979,0.99854
USDCHF,2019-11-29,0.99856,1.00235,0.99823,0.99995
USDCHF,2019-12-02,0.99995,1.00088,0.99116,0.9915
USDCHF,2019-12-03,0.99137,0.99264,0.98575,0.98693
USDCHF,2019-12-04,0.98702,0.98998,0.98556,0.98862
USDCHF,2019-12-05,0.98859,0.98955,0.98684,0.98749
USDCHF,2019-12-06,0.98751,0.99177,0.98649,0.9899
USDCHF,2019-12-09,0.99029,0.9911,0.9875,0.98783
USDCHF,2019-12-10,0.98783,0.98828,0.98341,0.98441
USDCHF,2019-12-11,0.98433,0.98636,0.98145,0.98259
USDCHF,2019-12-12,0.98264,0.98759,0.98092,0.9847
USDCHF,2019-12-13,0.98484,0.98628,0.98065,0.98409
USDCHF,2019-12-16,0.98345,0.98468,0.98201,0.98322
USDCHF,2019-12-17,0.98309,0.9844,0.9796,0.97996
USDCHF,2019-12-18,0.97995,0.9821,0.97956,0.98043
USDCHF,2019-12-19,0.98043,0.98121,0.97706,0.97835
USDCHF,2019-12-20,0.97805,0.98302,0.97802,0.98181
USDCHF,2019-12-23,0.98241,0.98278,0.98013,0.98197
USDCHF,2019-12-24,0.98177,0.98314,0.97978,0.9802
USDCHF,2019-12-26,0.97983,0.98187,0.97961,0.98124
USDCHF,2019-12-27,0.98124,0.98183,0.97304,0.97458
USDCHF,2019-12-30,0.9748,0.9748,0.96741,0.96896
USDCHF,2019-12-31,0.96861,0.96978,0.96466,0.96764
USDCHF,2020-01-02,0.96837,0.97329,0.96687,0.97153
USDCHF,2020-01-03,0.97135,0.97437,0.96883,0.97215
USDCHF,2020-01-06,0.97118,0.97169,0.96765,0.96828
USDCHF,2020-01-07,0.96829,0.97298,0.96792,0.97082
USDCHF,2020-01-08,0.97077,0.97398,0.96655,0.97358
USDCHF,2020-01-09,0.97362,0.97479,0.97115,0.97297
USDCHF,2020-01-10,0.97306,0.97623,0.97202,0.97279
USDCHF,2020-01-13,0.97341,0.97361,0.96943,0.97072
USDCHF,2020-01-14,0.97078,0.97134,0.96657,0.96748
USDCHF,2020-01-15,0.96752,0.96803,0.96305,0.96397
USDCHF,2020-01-16,0.96398,0.96525,0.96132,0.96497
USDCHF,2020-01-17,0.96496,0.96958,0.96456,0.9677
USDCHF,2020-01-20,0.9681,0.96995,0.96762,0.96806
USDCHF,2020-01-21,0.96805,0.96898,0.96615,0.96867
USDCHF,2020-01-22,0.9686,0.97269,0.96774,0.968
USDCHF,2020-01-23,0.968,0.97036,0.9669,0.96937
USDCHF,2020-01-24,0.96937,0.97182,0.96922,0.97109
USDCHF,2020-01-27,0.97068,0.97194,0.9682,0.96971
USDCHF,2020-01-28,0.96969,0.97416,0.96792,0.97293
USDCHF,2020-01-29,0.97293,0.97667,0.97266,0.9735
USDCHF,2020-01-30,0.97349,0.97367,0.96802,0.96966
USDCHF,2020-01-31,0.9696,0.97132,0.96294,0.96315
USDCHF,2020-02-03,0.96321,0.96718,0.96301,0.96617
USDCHF,2020-02-04,0.96608,0.97043,0.96568,0.96919
USDCHF,2020-02-05,0.96918,0.97476,0.96782,0.9736
USDCHF,2020-02-06,0.97364,0.97566,0.97316,0.97473
USDCHF,2020-02-07,0.97474,0.97814,0.97399,0.97754
USDCHF,2020-02-10,0.97711,0.97837,0.97633,0.97716
USDCHF,2020-02-11,0.97727,0.97885,0.97511,0.9756
USDCHF,2020-02-12,0.9756,0.97855,0.97412,0.97822
USDCHF,2020-02-13,0.97823,0.97954,0.97611,0.97918
USDCHF,2020-02-14,0.97934,0.98223,0.97893,0.98197
USDCHF,2020-02-17,0.98182,0.98271,0.9804,0.98068
USDCHF,2020-02-18,0.98069,0.98393,0.97968,0.98288
USDCHF,2020-02-19,0.98301,0.98447,0.98264,0.98361
USDCHF,2020-02-20,0.9836,0.98485,0.98158,0.98401
USDCHF,2020-02-21,0.98403,0.98413,0.97711,0.97845
USDCHF,2020-02-24,0.97949,0.98152,0.97654,0.97911
USDCHF,2020-02-25,0.97911,0.98048,0.97513,0.9759
USDCHF,2020-02-26,0.9759,0.97786,0.97294,0.97692
USDCHF,2020-02-27,0.97684,0.97712,0.96752,0.96852
USDCHF,2020-02-28,0.96847,0.96958,0.96104,0.96486
USDCHF,2020-03-02,0.96368,0.96552,0.95438,0.95815
USDCHF,2020-03-03,0.95818,0.95972,0.95171,0.95613
USDCHF,2020-03-04,0.95613,0.95971,0.95328,0.95679
USDCHF,2020-03-05,0.95645,0.95716,0.94467,0.94561
USDCHF,2020-03-06,0.94547,0.94669,0.93187,0.93873
USDCHF,2020-03-09,0.92833,0.93187,0.9186,0.92591
USDCHF,2020-03-10,0.92591,0.94116,0.92591,0.93745
USDCHF,2020-03-11,0.93746,0.94017,0.9325,0.93945
USDCHF,2020-03-12,0.93945,0.9552,0.93229,0.94536
USDCHF,2020-03-13,0.94536,0.95693,0.94231,0.95162
USDCHF,2020-03-16,0.94727,0.95259,0.93924,0.94726
USDCHF,2020-03-17,0.94723,0.96485,0.94709,0.95992
USDCHF,2020-03-18,0.95977,0.97502,0.95669,0.96702
USDCHF,2020-03-19,0.96701,0.98887,0.96395,0.9883
USDCHF,2020-03-20,0.98829,0.99003,0.97452,0.98589
USDCHF,2020-03-23,0.98801,0.98885,0.97906,0.98326
USDCHF,2020-03-24,0.98326,0.98457,0.97191,0.98019
USDCHF,2020-03-25,0.98019,0.9834,0.9754,0.97716
USDCHF,2020-03-26,0.97718,0.97727,0.96035,0.9622
USDCHF,2020-03-27,0.96221,0.96543,0.95061,0.95102
USDCHF,2020-03-30,0.95202,0.96107,0.95026,0.95867
USDCHF,2020-03-31,0.95867,0.96851,0.95822,0.96152
USDCHF,2020-04-01,0.96149,0.96915,0.96034,0.96627
USDCHF,2020-04-02,0.96645,0.97504,0.9655,0.97349
USDCHF,2020-04-03,0.97348,0.97957,0.97319,0.97648
USDCHF,2020-04-06,0.97682,0.97973,0.97607,0.97822
USDCHF,2020-04-07,0.97816,0.97929,0.96855,0.97
USDCHF,2020-04-08,0.97013,0.97434,0.96883,0.97176
USDCHF,2020-04-09,0.97175,0.97336,0.96483,0.96631
USDCHF,2020-04-13,0.96534,0.96869,0.96302,0.96781
USDCHF,2020-04-14,0.96779,0.9678,0.95955,0.96041
USDCHF,2020-04-15,0.96035,0.97004,0.95985,0.96504
USDCHF,2020-04-16,0.96505,0.97157,0.9645,0.96859
USDCHF,2020-04-17,0.96859,0.9724,0.9657,0.96767
USDCHF,2020-04-20,0.96698,0.97002,0.96558,0.96744
USDCHF,2020-04-21,0.96745,0.97274,0.96705,0.96955
USDCHF,2020-04-22,0.96955,0.97319,0.96688,0.97214
USDCHF,2020-04-23,0.97188,0.97727,0.97064,0.97578
USDCHF,2020-04-24,0.97598,0.98025,0.9728,0.9743
USDCHF,2020-04-27,0.97323,0.9767,0.97125,0.97491
USDCHF,2020-04-28,0.97491,0.97998,0.97206,0.97476
USDCHF,2020-04-29,0.97471,0.97678,0.97127,0.97408
USDCHF,2020-04-30,0.97408,0.97591,0.96388,0.96592
USDCHF,2020-05-01,0.96592,0.96695,0.95891,0.96125
USDCHF,2020-05-04,0.96209,0.96628,0.96182,0.96576
USDCHF,2020-05-05,0.96576,0.97347,0.9646,0.97237
USDCHF,2020-05-06,0.97241,0.97588,0.97214,0.97513
USDCHF,2020-05-07,0.97513,0.97837,0.9728,0.97318
USDCHF,2020-05-08,0.97318,0.97336,0.96814,0.9713
USDCHF,2020-05-11,0.97218,0.97366,0.97006,0.97306
USDCHF,2020-05-12,0.97305,0.975,0.96652,0.96962
USDCHF,2020-05-13,0.96963,0.97265,0.96657,0.9723
USDCHF,2020-05-14,0.97231,0.97554,0.97141,0.97321
USDCHF,2020-05-15,0.9732,0.97444,0.96984,0.97215
USDCHF,2020-05-18,0.97163,0.97601,0.96768,0.97199
USDCHF,2020-05-19,0.97202,0.97288,0.96986,0.97148
USDCHF,2020-05-20,0.97148,0.97166,0.96382,0.96466
USDCHF,2020-05-21,0.96461,0.9713,0.96454,0.97072
USDCHF,2020-05-22,0.97072,0.9733,0.9698,0.9713
USDCHF,2020-05-25,0.97168,0.97362,0.97046,0.97189
USDCHF,2020-05-26,0.97173,0.97183,0.96467,0.96568
USDCHF,2020-05-27,0.96577,0.97277,0.96522,0.96822
USDCHF,2020-05-28,0.96822,0.97193,0.96309,0.96385
USDCHF,2020-05-29,0.96391,0.96498,0.96019,0.96172
USDCHF,2020-06-01,0.96128,0.9625,0.95795,0.96118
USDCHF,2020-06-02,0.96117,0.96378,0.9574,0.96217
USDCHF,2020-06-03,0.96218,0.96476,0.96068,0.96136
USDCHF,2020-06-04,0.96135,0.96229,0.95438,0.95517
USDCHF,2020-06-05,0.9552,0.96496,0.95421,0.96218
USDCHF,2020-06-08,0.96206,0.96394,0.95561,0.95763
USDCHF,2020-06-09,0.95763,0.95855,0.94825,0.95053
USDCHF,2020-06-10,0.95059,0.95148,0.94251,0.94395
USDCHF,2020-06-11,0.94395,0.94604,0.93764,0.94457
USDCHF,2020-06-12,0.94457,0.95534,0.94369,0.95206
USDCHF,2020-06-15,0.95268,0.9547,0.94805,0.94909
USDCHF,2020-06-16,0.94913,0.95228,0.94637,0.95169
USDCHF,2020-06-17,0.95168,0.95291,0.94813,0.9486
USDCHF,2020-06-18,0.9486,0.95251,0.94826,0.95138
USDCHF,2020-06-19,0.95158,0.95308,0.9488,0.95208
USDCHF,2020-06-22,0.95123,0.95273,0.94654,0.94755
USDCHF,2020-06-23,0.94752,0.94938,0.94205,0.94489
USDCHF,2020-06-24,0.94482,0.94862,0.94333,0.94776
USDCHF,2020-06-25,0.94771,0.95078,0.94759,0.949
USDCHF,2020-06-26,0.94898,0.94999,0.94677,0.94773
USDCHF,2020-06-29,0.9476,0.95249,0.94418,0.95122
USDCHF,2020-06-30,0.95122,0.95326,0.94616,0.94719
USDCHF,2020-07-01,0.94728,0.94939,0.94451,0.94589
USDCHF,2020-07-02,0.94568,0.94651,0.94268,0.94549
USDCHF,2020-07-03,0.94535,0.94702,0.94464,0.94477
USDCHF,2020-07-06,0.94485,0.94527,0.93846,0.94218
USDCHF,2020-07-07,0.94218,0.94528,0.94087,0.94275
USDCHF,2020-07-08,0.94264,0.94325,0.93702,0.93845
USDCHF,2020-07-09,0.93826,0.94101,0.93627,0.94057
USDCHF,2020-07-10,0.94033,0.94313,0.9385,0.94127
USDCHF,2020-07-13,0.94084,0.94376,0.93927,0.94158
USDCHF,2020-07-14,0.94161,0.94245,0.93805,0.93969
USDCHF,2020-07-15,0.9396,0.94575,0.93704,0.94458
USDCHF,2020-07-16,0.94452,0.94679,0.94295,0.94551
USDCHF,2020-07-17,0.94553,0.94587,0.93803,0.93814
USDCHF,2020-07-20,0.93996,0.94103,0.9374,0.93944
USDCHF,2020-07-21,0.93945,0.93975,0.93216,0.9328
USDCHF,2020-07-22,0.93278,0.93516,0.92869,0.92934
USDCHF,2020-07-23,0.92928,0.92992,0.92455,0.92547
USDCHF,2020-07-24,0.92549,0.92606,0.92155,0.92267
USDCHF,2020-07-27,0.92161,0.92302,0.91667,0.92034
USDCHF,2020-07-28,0.92013,0.92275,0.91555,0.91739
USDCHF,2020-07-29,0.91738,0.91875,0.91184,0.91256
USDCHF,2020-07-30,0.91247,0.91514,0.90788,0.90943
USDCHF,2020-07-31,0.90908,0.91484,0.90564,0.91427
USDCHF,2020-08-03,0.91372,0.924,0.9128,0.91774
USDCHF,2020-08-04,0.9173,0.91885,0.91304,0.91335
USDCHF,2020-08-05,0.91332,0.91391,0.90505,0.9081
USDCHF,2020-08-06,0.90812,0.91292,0.90657,0.9097
USDCHF,2020-08-07,0.90969,0.91582,0.9092,0.91308
USDCHF,2020-08-10,0.91286,0.91845,0.91217,0.91559
USDCHF,2020-08-11,0.91559,0.91779,0.91055,0.91714
USDCHF,2020-08-12,0.91705,0.91979,0.90984,0.91213
USDCHF,2020-08-13,0.91215,0.91223,0.90824,0.90987
USDCHF,2020-08-14,0.90987,0.91224,0.90871,0.90944
USDCHF,2020-08-17,0.90911,0.90968,0.90514,0.90623
USDCHF,2020-08-18,0.90628,0.90685,0.90104,0.90338
USDCHF,2020-08-19,0.90338,0.91543,0.90191,0.91465
USDCHF,2020-08-20,0.91514,0.91617,0.90726,0.90835
USDCHF,2020-08-21,0.90835,0.91398,0.90618,0.9116
USDCHF,2020-08-24,0.91182,0.91281,0.90748,0.91176
USDCHF,2020-08-25,0.91185,0.91263,0.90732,0.90736
USDCHF,2020-08-26,0.90737,0.91208,0.90724,0.90823
USDCHF,2020-08-27,0.90808,0.91238,0.90363,0.90882
USDCHF,2020-08-28,0.90882,0.90998,0.90243,0.90432
USDCHF,2020-08-31,0.90407,0.90534,0.89994,0.90369
USDCHF,2020-09-01,0.90377,0.91008,0.89992,0.90901
USDCHF,2020-09-02,0.90942,0.91366,0.90896,0.91082
USDCHF,2020-09-03,0.91083,0.91425,0.90828,0.90932
USDCHF,2020-09-04,0.90932,0.91635,0.90904,0.91277
USDCHF,2020-09-07,0.91353,0.9173,0.91213,0.91626
USDCHF,2020-09-08,0.91629,0.91999,0.91563,0.91802
USDCHF,2020-09-09,0.91802,0.91905,0.91203,0.91258
USDCHF,2020-09-10,0.91247,0.91257,0.90492,0.91029
USDCHF,2020-09-11,0.91029,0.91064,0.90798,0.90908
USDCHF,2020-09-14,0.90891,0.90987,0.90584,0.90829
USDCHF,2020-09-15,0.90825,0.90889,0.90513,0.90832
USDCHF,2020-09-16,0.90832,0.91106,0.90554,0.90954
USDCHF,2020-09-17,0.90958,0.91389,0.90809,0.90843
USDCHF,2020-09-18,0.90843,0.91135,0.90751,0.91062
USDCHF,2020-09-21,0.91089,0.91714,0.90871,0.91458
USDCHF,2020-09-22,0.9149,0.92077,0.91373,0.91967
USDCHF,2020-09-23,0.91973,0.9244,0.919,0.92378
USDCHF,2020-09-24,0.92379,0.92802,0.92161,0.92624
USDCHF,2020-09-25,0.92655,0.92965,0.92508,0.9291
USDCHF,2020-09-28,0.92885,0.92957,0.92413,0.92473
USDCHF,2020-09-29,0.92475,0.92495,0.91908,0.9201
USDCHF,2020-09-30,0.92011,0.92448,0.91626,0.92045
USDCHF,2020-10-01,0.92045,0.92147,0.91648,0.91845
USDCHF,2020-10-02,0.91845,0.92184,0.91816,0.92069
USDCHF,2020-10-05,0.91948,0.91996,0.91452,0.91566
USDCHF,2020-10-06,0.91569,0.91845,0.91334,0.91824
USDCHF,2020-10-07,0.91824,0.91847,0.91598,0.91689
USDCHF,2020-10-08,0.91689,0.91975,0.91574,0.91733
USDCHF,2020-10-09,0.91727,0.91727,0.90973,0.91029
USDCHF,2020-10-12,0.91073,0.91237,0.90877,0.90927
USDCHF,2020-10-13,0.90915,0.91547,0.90895,0.91472
USDCHF,2020-10-14,0.91505,0.91628,0.91134,0.91326
USDCHF,2020-10-15,0.91329,0.91558,0.91266,0.91443
USDCHF,2020-10-16,0.91443,0.91625,0.91232,0.91496
USDCHF,2020-10-19,0.91481,0.91655,0.90903,0.91039
USDCHF,2020-10-20,0.91048,0.91099,0.90555,0.90705
USDCHF,2020-10-21,0.90691,0.90707,0.90307,0.90485
USDCHF,2020-10-22,0.90482,0.90802,0.90479,0.90736
USDCHF,2020-10-23,0.90736,0.90922,0.90345,0.90398
USDCHF,2020-10-26,0.90503,0.90824,0.90433,0.9082
USDCHF,2020-10-27,0.90824,0.90995,0.90618,0.90936
USDCHF,2020-10-28,0.90932,0.91276,0.90852,0.91039
